web-scraper-order,web-scraper-start-url,img-src,name,speed,modules,price/GB,color,First Word Latency,CAS latency,price,link,link-href,rating
"1672969830-3557","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/2637920ac8df794b51ce1e43673ad055.256p.jpg","G.Skill TridentZ RGB  32 GB","SpeedDDR4-4400","Modules2 x 16GB","Price / GB€12.863","ColorBlack","First Word Latency7.727 ns","CAS Latency17","411.63","G.Skill TridentZ RGB  32 GB         (0)","https://es.pcpartpicker.com/product/vhmmP6/gskill-tridentz-rgb-32-gb-2-x-16-gb-ddr4-4400-cl17-memory-f4-4400c17d-32gtzr","null"
"1672969833-3558","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/3d21191318a97917b91d83ee449a6825.256p.jpg","G.Skill Ripjaws V 64 GB","SpeedDDR4-2666","Modules4 x 16GB","Price / GB€6.466","ColorRed","First Word Latency11.253 ns","CAS Latency15","413.81","G.Skill Ripjaws V 64 GB         (1)","https://es.pcpartpicker.com/product/bXbkcf/gskill-memory-f42666c15q64gvr","(1 Rating, 5.0 Average)"
"1672969835-3559","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","https://m.media-amazon.com/images/I/41sh9LCbZPL.jpg","Kingston Server Premier 32 GB","SpeedDDR4-2666","Modules1 x 32GB","Price / GB€12.949","ColorGreen / Black","First Word Latency14.254 ns","CAS Latency19","414.36","Kingston Server Premier 32 GB         (0)","https://es.pcpartpicker.com/product/pGn8TW/kingston-server-premier-32-gb-1-x-32-gb-registered-ddr4-2666-memory-ksm26rd432mei","null"
"1672969837-3560","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/fe414d3559a9bbb2e092ba5374f6e1ed.256p.jpg","Corsair Vengeance 64 GB","SpeedDDR5-6000","Modules2 x 32GB","Price / GB€6.484","ColorGray","First Word Latency13.333 ns","CAS Latency40","414.99","Corsair Vengeance 64 GB         (0)","https://es.pcpartpicker.com/product/LWVmP6/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6000-cl40-memory-cmk64gx5m2b6000z40","null"
"1672969840-3561","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/12ca440ac8f4985b406a60620c5121cb.256p.jpg","G.Skill Trident Z RGB 32 GB","SpeedDDR4-4000","Modules4 x 8GB","Price / GB€12.980","ColorBlack","First Word Latency9 ns","CAS Latency18","415.36","G.Skill Trident Z RGB 32 GB         (0)","https://es.pcpartpicker.com/product/Zv448d/gskill-trident-z-rgb-32gb-4-x-8gb-ddr4-4000-memory-f4-4000c18q-32gtzr","null"
"1672969842-3562","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/aa5a38b71ff4f99012194b9d69bc4ea8.256p.jpg","G.Skill Trident Z Royal 16 GB","SpeedDDR4-4000","Modules2 x 8GB","Price / GB€25.999","ColorSilver","First Word Latency7.5 ns","CAS Latency15","415.99","G.Skill Trident Z Royal 16 GB         (0)","https://es.pcpartpicker.com/product/rrtKHx/gskill-trident-z-royal-16-gb-2-x-8-gb-ddr4-4000-memory-f4-4000c15d-16gtrs","null"
"1672969844-3563","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/f713a06a76c2460e7aa735db63be99f2.256p.jpg","G.Skill Trident Z5 RGB 64 GB","SpeedDDR5-5600","Modules2 x 32GB","Price / GB€6.530","ColorBlack","First Word Latency10.714 ns","CAS Latency30","417.90","G.Skill Trident Z5 RGB 64 GB         (0)","https://es.pcpartpicker.com/product/6Z7G3C/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-5600-cl30-memory-f5-5600j3036d32gx2-tz5rk","null"
"1672969846-3564","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/b237ff3c0fd3aff58cb5c923226b0f01.256p.jpg","G.Skill Trident Z RGB 32 GB","SpeedDDR4-3600","Modules4 x 8GB","Price / GB€13.093","Color","First Word Latency7.778 ns","CAS Latency14","418.98","G.Skill Trident Z RGB 32 GB         (0)","https://es.pcpartpicker.com/product/7N8bt6/gskill-trident-z-rgb-32-gb-4-x-8-gb-ddr4-3600-cl14-memory-f4-3600c14q-32gtzra","null"
"1672969849-3565","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/c421d74afc14277dc7bff6a5233d49b8.256p.jpg","G.Skill Trident Z5 32 GB","SpeedDDR5-6000","Modules2 x 16GB","Price / GB€13.110","ColorBlack / Silver","First Word Latency13.333 ns","CAS Latency40","419.51","G.Skill Trident Z5 32 GB         (0)","https://es.pcpartpicker.com/product/WHbTwP/gskill-trident-z5-32-gb-2-x-16-gb-ddr5-6000-cl40-memory-f5-6000u4040e16gx2-tz5k","null"
"1672969851-3566","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/91cf3c07295b95755987c98b4b888b24.256p.jpg","Corsair Vengeance Performance 32 GB","SpeedDDR4-3600","Modules4 x 8GB","Price / GB€13.193","ColorBlack","First Word Latency8.889 ns","CAS Latency16","422.18","Corsair Vengeance Performance 32 GB         (0)","https://es.pcpartpicker.com/product/nRF48d/corsair-vengeance-performance-32gb-4-x-8gb-ddr4-3600-memory-cmsx32gx4m4x3600c16","null"
"1672969853-3567","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/5f0811018cd80527d23610ce976a39ce.256p.jpg","G.Skill Trident Z Royal 16 GB","SpeedDDR4-4000","Modules2 x 8GB","Price / GB€26.424","ColorSilver","First Word Latency8.5 ns","CAS Latency17","422.79","G.Skill Trident Z Royal 16 GB         (0)","https://es.pcpartpicker.com/product/Wjzkcf/gskill-trident-z-royal-16-gb-2-x-8-gb-ddr4-4000-memory-f4-4000c17d-16gtrs","null"
"1672969857-3568","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/89d9d50f4d6ef3b8c9ec4c4a659c24a8.256p.jpg","G.Skill Ripjaws V 128 GB","SpeedDDR4-3600","Modules4 x 32GB","Price / GB€3.304","ColorBlack","First Word Latency10 ns","CAS Latency18","422.90","G.Skill Ripjaws V 128 GB         (1)","https://es.pcpartpicker.com/product/KyZzK8/gskill-ripjaws-v-128-gb-4-x-32-gb-ddr4-3600-memory-f4-3600c18q-128gvk","null"
"1672969860-3569","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/e7e5bfd5a94513a55151d1454e97bc55.256p.jpg","TEAMGROUP T-Force Xtreem ARGB 64 GB","SpeedDDR4-3200","Modules2 x 32GB","Price / GB€6.615","ColorWhite","First Word Latency10 ns","CAS Latency16","423.34","TEAMGROUP T-Force Xtreem ARGB 64 GB         (0)","https://es.pcpartpicker.com/product/4gBG3C/team-t-force-xtreem-argb-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-tf13d464g3200hc16cdc01","null"
"1672969863-3570","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/0cc467f2ebf8ae3a0ff5e9a0b7ca034c.256p.jpg","G.Skill Trident Z Royal 32 GB","SpeedDDR4-4266","Modules2 x 16GB","Price / GB€13.235","ColorSilver","First Word Latency7.97 ns","CAS Latency17","423.51","G.Skill Trident Z Royal 32 GB         (0)","https://es.pcpartpicker.com/product/YNtKHx/gskill-trident-z-royal-32-gb-2-x-16-gb-ddr4-4266-cl17-memory-f4-4266c17d-32gtrsb","null"
"1672969865-3571","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/43991fbd9a7c69f2fd0bc7d48b69500d.256p.jpg","G.Skill Ripjaws V 128 GB","SpeedDDR4-3200","Modules4 x 32GB","Price / GB€3.312","ColorBlack","First Word Latency10 ns","CAS Latency16","423.90","G.Skill Ripjaws V 128 GB         (1)","https://es.pcpartpicker.com/product/rJkgXL/gskill-ripjaws-v-128-gb-4-x-32-gb-ddr4-3200-memory-f4-3200c16q-128gvk","(1 Rating, 5.0 Average)"
"1672969867-3572","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","https://m.media-amazon.com/images/I/41tM0xFa3tL.jpg","Thermaltake TOUGHRAM XG RGB 64 GB","SpeedDDR4-3600","Modules2 x 32GB","Price / GB€6.629","ColorWhite / Silver","First Word Latency10 ns","CAS Latency18","424.27","Thermaltake TOUGHRAM XG RGB 64 GB         (0)","https://es.pcpartpicker.com/product/RN3gXL/thermaltake-toughram-xg-rgb-64-gb-2-x-32-gb-ddr4-3600-cl18-memory-rg06r432gx2-3600c18b","null"
"1672969870-3573","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/21e049b995dd7408ed0902bf6f9c80b8.256p.jpg","Corsair Vengeance RGB Pro SL 64 GB","SpeedDDR4-4000","Modules2 x 32GB","Price / GB€6.639","ColorBlack","First Word Latency9 ns","CAS Latency18","424.90","Corsair Vengeance RGB Pro SL 64 GB         (0)","https://es.pcpartpicker.com/product/VZrRsY/corsair-vengeance-rgb-pro-sl-64-gb-2-x-32-gb-ddr4-4000-cl18-memory-cmh64gx4m2z4000c18","null"
"1672969872-3574","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/6637da610d8cdb0fcc9fa2a183e7095e.256p.jpg","Corsair Vengeance LPX 16 GB","SpeedDDR4-4133","Modules2 x 8GB","Price / GB€26.558","ColorBlack / Yellow","First Word Latency9.194 ns","CAS Latency19","424.93","Corsair Vengeance LPX 16 GB         (0)","https://es.pcpartpicker.com/product/6kWfrH/corsair-vengeance-lpx-16gb-2-x-8gb-ddr4-4133-memory-cmk16gx4m2k4133c19","null"
"1672969875-3575","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/a44770372e0cfd4867671bae0b9831e2.256p.jpg","Corsair Dominator Platinum RGB 32 GB","SpeedDDR5-7200","Modules2 x 16GB","Price / GB€13.281","ColorBlack","First Word Latency9.444 ns","CAS Latency34","424.99","Corsair Dominator Platinum RGB 32 GB         (0)","https://es.pcpartpicker.com/product/Mh4Ycf/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-cmt32gx5m2x7200c34","null"
"1672969877-3576","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","https://images-fe.ssl-images-amazon.com/images/I/41XnrReWg7L.jpg","Kingston D2G72M151 16 GB","SpeedDDR4-2133","Modules1 x 16GB","Price / GB€26.571","ColorBlack / Green","First Word Latency14.065 ns","CAS Latency15","425.14","Kingston D2G72M151 16 GB         (0)","https://es.pcpartpicker.com/product/NMbkcf/kingston-memory-d2g72m151","null"
"1672969879-3577","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/f87e7e0cff1199cc7f2deb9b99f7716b.256p.jpg","Corsair Vengeance LPX 128 GB","SpeedDDR4-2666","Modules8 x 16GB","Price / GB€3.327","ColorBlack / Yellow","First Word Latency11.253 ns","CAS Latency15","425.90","Corsair Vengeance LPX 128 GB         (0)","https://es.pcpartpicker.com/product/hgbkcf/corsair-memory-cmk128gx4m8a2666c16","null"
"1672969882-3578","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/5f0811018cd80527d23610ce976a39ce.256p.jpg","G.Skill Trident Z Royal 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€13.315","ColorSilver","First Word Latency8.75 ns","CAS Latency14","426.07","G.Skill Trident Z Royal 32 GB         (1)","https://es.pcpartpicker.com/product/2F7v6h/gskill-trident-z-royal-32-gb-2-x-16-gb-ddr4-3200-memory-f4-3200c14d-32gtrs","(1 Rating, 5.0 Average)"
"1672969884-3579","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/a9947eefea5e12cec93901347f7381d0.256p.jpg","G.Skill Trident Z Royal Elite 64 GB","SpeedDDR4-4266","Modules4 x 16GB","Price / GB€6.670","ColorGold","First Word Latency8.908 ns","CAS Latency19","426.90","G.Skill Trident Z Royal Elite 64 GB         (0)","https://es.pcpartpicker.com/product/dPgFf7/gskill-trident-z-royal-elite-64-gb-4-x-16-gb-ddr4-4266-cl19-memory-f4-4266c19q-64gteg","null"
"1672969886-3580","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/712c928dba9edee5be3380b33b612b50.256p.jpg","G.Skill Trident Z RGB 64 GB","SpeedDDR4-3600","Modules2 x 32GB","Price / GB€6.672","ColorBlack","First Word Latency8.889 ns","CAS Latency16","427.00","G.Skill Trident Z RGB 64 GB         (0)","https://es.pcpartpicker.com/product/TKXJ7P/gskill-trident-z-rgb-64-gb-2-x-32-gb-ddr4-3600-cl16-memory-f4-3600c16d-64gtzr","null"
"1672969889-3581","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/cdc534511492e7e1eb259d5d6b975503.256p.jpg","G.Skill Ripjaws V 32 GB","SpeedDDR4-4000","Modules4 x 8GB","Price / GB€13.400","ColorBlack","First Word Latency7.5 ns","CAS Latency15","428.80","G.Skill Ripjaws V 32 GB         (0)","https://es.pcpartpicker.com/product/TMmFf7/gskill-ripjaws-v-32-gb-4-x-8-gb-ddr4-4000-memory-f4-4000c15q-32gvk","null"
"1672969891-3582","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","https://m.media-amazon.com/images/I/41-oKbhrfCL.jpg","TEAMGROUP Xtreem ARGB 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€13.439","ColorWhite","First Word Latency8.75 ns","CAS Latency14","430.05","TEAMGROUP Xtreem ARGB 32 GB         (0)","https://es.pcpartpicker.com/product/Mn7G3C/team-xtreem-argb-32-gb-2-x-16-gb-ddr4-3200-cl14-memory-tf13d432g3200hc14bdc01","null"
"1672969893-3583","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/e083dd7eda7b28fb80af5caf51f30354.256p.jpg","Crucial CT4K8G4DFS8213 32 GB","SpeedDDR4-2133","Modules4 x 8GB","Price / GB€13.467","ColorBlack / Green","First Word Latency14.065 ns","CAS Latency15","430.96","Crucial CT4K8G4DFS8213 32 GB         (1)","https://es.pcpartpicker.com/product/v78H99/crucial-memory-ct4k8g4dfs8213","(1 Rating, 5.0 Average)"
"1672969895-3584","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/0d8aed4afe3353784ffd83f901ec5218.256p.jpg","G.Skill Trident Z Neo 32 GB","SpeedDDR4-3600","Modules4 x 8GB","Price / GB€13.478","ColorBlack / Silver","First Word Latency7.778 ns","CAS Latency14","431.30","G.Skill Trident Z Neo 32 GB         (1)","https://es.pcpartpicker.com/product/bgBhP6/gskill-trident-z-neo-32-gb-4-x-8-gb-ddr4-3600-cl14-memory-f4-3600c14q-32gtznb","(1 Rating, 4.0 Average)"
"1672969898-3585","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/36d5527051a3b249c591c09dad32b347.256p.jpg","Crucial Ballistix MAX RGB 32 GB","SpeedDDR4-4000","Modules2 x 16GB","Price / GB€13.498","ColorBlack","First Word Latency9 ns","CAS Latency18","431.94","Crucial Ballistix MAX RGB 32 GB         (0)","https://es.pcpartpicker.com/product/N2jNnQ/crucial-ballistix-max-rgb-32-gb-2-x-16-gb-ddr4-4000-memory-blm2k16g40c18u4bl","null"
"1672969900-3586","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","https://m.media-amazon.com/images/I/51uiD7xnqcL.jpg","Corsair Vengeance RGB Pro 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€13.517","ColorBlack","First Word Latency10 ns","CAS Latency16","432.55","Corsair Vengeance RGB Pro 32 GB         (103)","https://es.pcpartpicker.com/product/NyTPxr/corsair-vengeance-rgb-pro-32gb-2-x-16gb-ddr4-3200-memory-cmw32gx4m2c3200c16","(103 Ratings, 4.9 Average)"
"1672969902-3587","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","https://m.media-amazon.com/images/I/31gaBzFHurL.jpg","IBM 00D4964 16 GB","SpeedDDR3-1333","Modules1 x 16GB","Price / GB€27.117","ColorBlack / Green","First Word Latency13.503 ns","CAS Latency9","433.88","IBM 00D4964 16 GB         (0)","https://es.pcpartpicker.com/product/79sKHx/ibm-memory-00d4964","null"
"1672969905-3588","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/c43635a44e6109ce81854c87cfc9e361.256p.jpg","G.Skill Trident Z Royal 64 GB","SpeedDDR4-4000","Modules2 x 32GB","Price / GB€6.809","ColorSilver","First Word Latency9 ns","CAS Latency18","435.78","G.Skill Trident Z Royal 64 GB         (0)","https://es.pcpartpicker.com/product/rJLwrH/gskill-trident-z-royal-64-gb-2-x-32-gb-ddr4-4000-cl18-memory-f4-4000c18d-64gtrs","null"
"1672969907-3589","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/e6717dfaafe7afbc7efd67683177fb04.256p.jpg","G.Skill Trident Z5 RGB 32 GB","SpeedDDR5-7600","Modules2 x 16GB","Price / GB€13.622","ColorSilver / Black","First Word Latency9.474 ns","CAS Latency36","435.90","G.Skill Trident Z5 RGB 32 GB         (0)","https://es.pcpartpicker.com/product/3dpzK8/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-7600-cl36-memory-f5-7600j3646g16gx2-tz5rs","null"
"1672969909-3590","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/e660d078704ffc288e8adadad5ba68bb.256p.jpg","G.Skill Trident Z5 RGB 32 GB","SpeedDDR5-7600","Modules2 x 16GB","Price / GB€13.622","ColorBlack","First Word Latency9.474 ns","CAS Latency36","435.90","G.Skill Trident Z5 RGB 32 GB         (0)","https://es.pcpartpicker.com/product/KyJgXL/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-7600-cl36-memory-f5-7600j3646g16gx2-tz5rk","null"
"1672969911-3591","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","https://m.media-amazon.com/images/I/41a8CdXoGUL.jpg","TEAMGROUP T-Force Vulcan Z 64 GB","SpeedDDR4-3600","Modules2 x 32GB","Price / GB€6.828","ColorGray","First Word Latency10 ns","CAS Latency18","436.99","TEAMGROUP T-Force Vulcan Z 64 GB         (0)","https://es.pcpartpicker.com/product/zCXJ7P/team-t-force-vulcan-z-64-gb-2-x-32-gb-ddr4-3600-cl18-memory-tlzgd464g3600hc18jdc01","null"
"1672969914-3592","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/6334a42f05f6f84cb7ae1be9ab66e05b.256p.jpg","G.Skill Trident Z5 32 GB","SpeedDDR5-6000","Modules2 x 16GB","Price / GB€13.681","ColorSilver / Black","First Word Latency12 ns","CAS Latency36","437.78","G.Skill Trident Z5 32 GB         (0)","https://es.pcpartpicker.com/product/rZjBD3/gskill-trident-z5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000u3636e16gx2-tz5s","null"
"1672969916-3593","https://es.pcpartpicker.com/products/memory/#sort=-price&page=3","//cdna.pcpartpicker.com/static/forever/images/product/bba8fff51a7845cda8aa64360a9254c8.256p.jpg","Corsair Vengeance LPX 16 GB","SpeedDDR4-2400","Modules4 x 4GB","Price / GB€27.418","ColorRed","First Word Latency12.5 ns","CAS Latency15","438.68","Corsair Vengeance LPX 16 GB         (7)","https://es.pcpartpicker.com/product/XJx9TW/corsair-memory-cmk16gx4m4a2400c14r","(7 Ratings, 4.9 Average)"
