web-scraper-order,web-scraper-start-url,img-src,name,speed,modules,price/GB,color,First Word Latency,CAS latency,price,link,link-href,rating
"1672964595-1353","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/c3455f1b79c1056da19a1101d253304c.256p.jpg","Patriot Signature 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB€5.383","ColorBlack","First Word Latency13.75 ns","CAS Latency11","21.53","Patriot Signature 4 GB         (0)","https://es.pcpartpicker.com/product/92JwrH/patriot-memory-psd34g1600l2s","null"
"1672964598-1354","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://m.media-amazon.com/images/I/41+QpL3b-XL.jpg","Patriot Signature 4 GB","SpeedDDR3-1333","Modules1 x 4GB","Price / GB€5.438","ColorBlue","First Word Latency13.503 ns","CAS Latency9","21.75","Patriot Signature 4 GB         (0)","https://es.pcpartpicker.com/product/hGZQzy/patriot-memory-psd34g13332s","null"
"1672964600-1355","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/05ae71f29d54d19ba1c835d9f206b987.256p.jpg","Patriot Signature Line 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB€5.497","ColorGreen / Black","First Word Latency13.75 ns","CAS Latency11","21.99","Patriot Signature Line 4 GB         (0)","https://es.pcpartpicker.com/product/ppKcCJ/patriot-signature-line-4gb-1-x-4gb-ddr3-1600-memory-psd34g160081s","null"
"1672964602-1356","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/16190c8586beb58e26c5fe7aa9d98504.256p.jpg","Silicon Power SP008GLSTU160N02 8 GB","SpeedDDR3-1600","Modules1 x 8GB","Price / GB€2.749","ColorGreen","First Word Latency13.75 ns","CAS Latency11","21.99","Silicon Power SP008GLSTU160N02 8 GB         (0)","https://es.pcpartpicker.com/product/C38bt6/silicon-power-8-gb-1-x-8-gb-ddr3-1600-cl11-memory-sp008glstu160n02","null"
"1672964605-1357","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://m.media-amazon.com/images/I/41VLVD5zFNL.jpg","G.Skill Value 4 GB","SpeedDDR3-1333","Modules1 x 4GB","Price / GB€5.503","ColorGreen","First Word Latency13.503 ns","CAS Latency9","22.01","G.Skill Value 4 GB         (3)","https://es.pcpartpicker.com/product/Lqzv6h/gskill-memory-f310600cl9s4gbnt","(3 Ratings, 5.0 Average)"
"1672964607-1358","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://images-eu.ssl-images-amazon.com/images/I/31Uc95pFcwL.jpg","G.Skill Value 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB€5.510","ColorGreen","First Word Latency13.75 ns","CAS Latency11","22.04","G.Skill Value 4 GB         (1)","https://es.pcpartpicker.com/product/Y9kD4D/gskill-memory-f31600c11s4gnt","(1 Rating, 5.0 Average)"
"1672964609-1359","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/0ed189084036f5f7067009516d63638a.256p.jpg","Silicon Power SP004GBSFU266X02 4 GB","SpeedDDR4-2666","Modules1 x 4GB","Price / GB€5.550","Color","First Word Latency14.254 ns","CAS Latency19","22.20","Silicon Power SP004GBSFU266X02 4 GB         (0)","https://es.pcpartpicker.com/product/72XJ7P/silicon-power-sp004gbsfu266x02-4-gb-1-x-4-gb-ddr4-2666-sodimm-cl19-memory-sp004gbsfu266x02","null"
"1672964612-1360","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/2e9c03e32aa8468bcf5bfc7ce1a361d2.256p.jpg","Crucial CT51264BF160B 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB€5.565","ColorBlack / Green","First Word Latency13.75 ns","CAS Latency11","22.26","Crucial CT51264BF160B 4 GB         (0)","https://es.pcpartpicker.com/product/fwLypg/crucial-memory-ct51264bf160b","null"
"1672964614-1361","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/a3cbd50ab70038737cae88535d08d1db.256p.jpg","Kingston KVR16N11S6/2 2 GB","SpeedDDR3-1600","Modules1 x 2GB","Price / GB€11.350","ColorBlack / Green","First Word Latency13.75 ns","CAS Latency11","22.70","Kingston KVR16N11S6/2 2 GB         (2)","https://es.pcpartpicker.com/product/jFBv6h/kingston-memory-kvr16n11s62","(2 Ratings, 4.5 Average)"
"1672964616-1362","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://m.media-amazon.com/images/I/31ZVsKubaeL.jpg","Crucial CT51264BA160BJ 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB€5.688","ColorBlack / Green","First Word Latency13.75 ns","CAS Latency11","22.75","Crucial CT51264BA160BJ 4 GB         (7)","https://es.pcpartpicker.com/product/92g323/crucial-memory-ct51264ba160bj","(7 Ratings, 4.3 Average)"
"1672964618-1363","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://m.media-amazon.com/images/I/21y99Zjg1KL.jpg","Mushkin Essentials 1 GB","SpeedDDR2-667","Modules1 x 1GB","Price / GB€22.760","ColorGreen","First Word Latency14.993 ns","CAS Latency5","22.76","Mushkin Essentials 1 GB         (0)","https://es.pcpartpicker.com/product/zWQypg/mushkin-memory-991504","null"
"1672964621-1364","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://m.media-amazon.com/images/I/41VZ5ra8pvL.jpg","Patriot Signature 8 GB","SpeedDDR3-1600","Modules1 x 8GB","Price / GB€2.874","ColorGreen","First Word Latency13.75 ns","CAS Latency11","22.99","Patriot Signature 8 GB         (0)","https://es.pcpartpicker.com/product/YKjG3C/patriot-memory-psd38g16002s","null"
"1672964623-1365","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/58629a9317facf03aed0e425a3214742.256p.jpg","Corsair CMV4GX3M1A1600C11 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB€5.747","ColorGreen","First Word Latency13.75 ns","CAS Latency11","22.99","Corsair CMV4GX3M1A1600C11 4 GB         (1)","https://es.pcpartpicker.com/product/khfp99/corsair-memory-cmv4gx3m1a1600c11","(1 Rating, 5.0 Average)"
"1672964625-1366","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/a4b67f700555db16afc8dd842fc57bbc.256p.jpg","Patriot Signature 8 GB","SpeedDDR3-1600","Modules1 x 8GB","Price / GB€2.874","ColorBlack","First Word Latency13.75 ns","CAS Latency11","22.99","Patriot Signature 8 GB         (0)","https://es.pcpartpicker.com/product/7G9KHx/patriot-memory-psd38g1600l2s","null"
"1672964628-1367","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/5390c9f7aba016f79464e40ca71a994b.256p.jpg","Patriot Signature 8 GB","SpeedDDR3-1600","Modules1 x 8GB","Price / GB€2.874","ColorBlack / Green","First Word Latency13.75 ns","CAS Latency11","22.99","Patriot Signature 8 GB         (1)","https://es.pcpartpicker.com/product/CnW9TW/patriot-memory-psd38g16002","(1 Rating, 5.0 Average)"
"1672964630-1368","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/e3181bc7548bc6f0c2311f3e43ef53e7.256p.jpg","TEAMGROUP Elite 4 GB","SpeedDDR4-2400","Modules1 x 4GB","Price / GB€5.883","ColorBlack","First Word Latency13.333 ns","CAS Latency16","23.53","TEAMGROUP Elite 4 GB         (0)","https://es.pcpartpicker.com/product/yjTp99/teamgroup-elite-4-gb-1-x-4-gb-ddr4-2400-cl16-memory-ted44g2400c1601","null"
"1672964632-1369","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/981ec77ba69df70a7c88e918dc338679.256p.jpg","G.Skill Aegis 8 GB","SpeedDDR4-2400","Modules1 x 8GB","Price / GB€2.984","ColorBlack","First Word Latency14.167 ns","CAS Latency17","23.87","G.Skill Aegis 8 GB         (0)","https://es.pcpartpicker.com/product/sGpzK8/gskill-aegis-8-gb-1-x-8-gb-ddr4-2400-cl17-memory-f4-2400c17s-8gis","null"
"1672964635-1370","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://m.media-amazon.com/images/I/31Fs9e6dy-L.jpg","Patriot Signature 8 GB","SpeedDDR3-1600","Modules1 x 8GB","Price / GB€2.999","ColorBlue / Silver","First Word Latency13.75 ns","CAS Latency11","23.99","Patriot Signature 8 GB         (2)","https://es.pcpartpicker.com/product/BwBv6h/patriot-memory-psd38g16002h","(2 Ratings, 4.5 Average)"
"1672964637-1371","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/550d92d98bdc8787f043053ee67f417d.256p.jpg","Silicon Power SP008GLLTU160N02 8 GB","SpeedDDR3-1600","Modules1 x 8GB","Price / GB€3.026","ColorGreen","First Word Latency13.75 ns","CAS Latency11","24.21","Silicon Power SP008GLLTU160N02 8 GB         (0)","https://es.pcpartpicker.com/product/szZ9TW/silicon-power-8-gb-1-x-8-gb-ddr3-1600-cl11-memory-sp008glltu160n02","null"
"1672964639-1372","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/6e412021aa12e67dcaf6dea757df576b.256p.jpg","Silicon Power SP004GBLFU240N02 4 GB","SpeedDDR4-2400","Modules1 x 4GB","Price / GB€6.072","Color","First Word Latency14.167 ns","CAS Latency17","24.29","Silicon Power SP004GBLFU240N02 4 GB         (0)","https://es.pcpartpicker.com/product/TXKKHx/silicon-power-sp004gblfu240n02-4-gb-1-x-4-gb-ddr4-2400-cl17-memory-sp004gblfu240n02","null"
"1672964641-1373","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://m.media-amazon.com/images/I/41COHmBoz7L.jpg","G.Skill Value 8 GB","SpeedDDR3-1600","Modules1 x 8GB","Price / GB€3.039","ColorBlack","First Word Latency13.75 ns","CAS Latency11","24.31","G.Skill Value 8 GB         (5)","https://es.pcpartpicker.com/product/4sDwrH/gskill-memory-f31600c11s8gnt","(5 Ratings, 4.4 Average)"
"1672964644-1374","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://m.media-amazon.com/images/I/41oAC-yPA0L.jpg","Mushkin Essentials 2 GB","SpeedDDR3-1333","Modules1 x 2GB","Price / GB€12.165","ColorGreen","First Word Latency13.503 ns","CAS Latency9","24.33","Mushkin Essentials 2 GB         (0)","https://es.pcpartpicker.com/product/K9DwrH/mushkin-memory-991646","null"
"1672964646-1375","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/24640a1d90bf0a7d35d18332a3aa21ff.256p.jpg","Corsair CMV4GX4M1A2133C15 4 GB","SpeedDDR4-2133","Modules1 x 4GB","Price / GB€6.107","ColorBlack","First Word Latency14.065 ns","CAS Latency15","24.43","Corsair CMV4GX4M1A2133C15 4 GB         (1)","https://es.pcpartpicker.com/product/b7PzK8/corsair-memory-cmv4gx4m1a2133c15","(1 Rating, 4.0 Average)"
"1672964648-1376","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/739f6a36ffaf42d749eb7633ae3c6f0b.256p.jpg","G.Skill Aegis 4 GB","SpeedDDR4-2400","Modules1 x 4GB","Price / GB€6.228","ColorBlack","First Word Latency14.167 ns","CAS Latency17","24.91","G.Skill Aegis 4 GB         (0)","https://es.pcpartpicker.com/product/cp7G3C/gskill-aegis-4-gb-1-x-4-gb-ddr4-2400-cl17-memory-f4-2400c17s-4gis","null"
"1672964650-1377","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/c35b1fd966af20448e59e0f4da910a4e.256p.jpg","Patriot Signature 8 GB","SpeedDDR3-1333","Modules1 x 8GB","Price / GB€3.124","ColorBlack","First Word Latency13.503 ns","CAS Latency9","24.99","Patriot Signature 8 GB         (0)","https://es.pcpartpicker.com/product/ddZQzy/patriot-memory-psd38g1333l2s","null"
"1672964653-1378","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/9240c44ed2a5df810db0eef3aa8c621d.256p.jpg","Corsair ValueSelect 4 GB","SpeedDDR4-2133","Modules1 x 4GB","Price / GB€6.247","ColorBlack / Yellow","First Word Latency14.065 ns","CAS Latency15","24.99","Corsair ValueSelect 4 GB         (0)","https://es.pcpartpicker.com/product/Vk648d/corsair-memory-cmso4gx4m1a2133c15","null"
"1672964655-1379","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/fe9abc09df1a44ed0fa4d700305ff141.256p.jpg","Corsair CMSX4GX4M1A2400C16 4 GB","SpeedDDR4-2400","Modules1 x 4GB","Price / GB€6.247","ColorBlack","First Word Latency13.333 ns","CAS Latency16","24.99","Corsair CMSX4GX4M1A2400C16 4 GB         (0)","https://es.pcpartpicker.com/product/p3kj4D/corsair-4gb-1-x-4gb-ddr4-2400-memory-cmsx4gx4m1a2400c16","null"
"1672964658-1380","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://m.media-amazon.com/images/I/51xsDMUse0L.jpg","Corsair Vengeance LPX 4 GB","SpeedDDR4-2400","Modules1 x 4GB","Price / GB€6.247","ColorBlack / Yellow","First Word Latency12.5 ns","CAS Latency15","24.99","Corsair Vengeance LPX 4 GB         (3)","https://es.pcpartpicker.com/product/JnnG3C/corsair-memory-cmk4gx4m1a2400c14","(3 Ratings, 5.0 Average)"
"1672964660-1381","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/4caf92543b64a4c5b5e931d1fb39ebdf.256p.jpg","Corsair ValueSelect 4 GB","SpeedDDR4-2400","Modules1 x 4GB","Price / GB€6.247","ColorBlack","First Word Latency13.333 ns","CAS Latency16","24.99","Corsair ValueSelect 4 GB         (0)","https://es.pcpartpicker.com/product/XdbwrH/corsair-valueselect-4gb-1-x-4gb-ddr4-2400-memory-cmv4gx4m1a2400c16","null"
"1672964662-1382","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/c84303cc51030fc5cc754577baa8542b.256p.jpg","Corsair Vengeance LPX 4 GB","SpeedDDR4-2400","Modules1 x 4GB","Price / GB€6.247","ColorBlack / Yellow","First Word Latency13.333 ns","CAS Latency16","24.99","Corsair Vengeance LPX 4 GB         (2)","https://es.pcpartpicker.com/product/JBjWGX/corsair-memory-cmk4gx4m1a2400c16","(2 Ratings, 5.0 Average)"
"1672964664-1383","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/73f5b505fe4930d04f15e54ba9406bce.256p.jpg","G.Skill F3-1600C11S-4GSL 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB€6.357","Color","First Word Latency13.75 ns","CAS Latency11","25.43","G.Skill F3-1600C11S-4GSL 4 GB         (0)","https://es.pcpartpicker.com/product/vjw323/gskill-memory-f31600c11s4gsl","null"
"1672964667-1384","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/d7cc2bb1801fea245cf2d1a846f30ba3.256p.jpg","Kingston KCP426SS6/4 4 GB","SpeedDDR4-2666","Modules1 x 4GB","Price / GB€6.380","ColorGreen / Black","First Word Latency12.753 ns","CAS Latency17","25.52","Kingston KCP426SS6/4 4 GB         (0)","https://es.pcpartpicker.com/product/KjcRsY/kingston-4-gb-1-x-4-gb-ddr4-2666-memory-kcp426ss64","null"
"1672964669-1385","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/4d3423cc1bd397634b9121f6b21bd8d3.256p.jpg","Kingston KCP426NS6/4 4 GB","SpeedDDR4-2666","Modules1 x 4GB","Price / GB€6.433","ColorGreen / Black","First Word Latency14.254 ns","CAS Latency19","25.73","Kingston KCP426NS6/4 4 GB         (0)","https://es.pcpartpicker.com/product/M3tKHx/kingston-4-gb-1-x-4-gb-ddr4-2666-memory-kcp426ns64","null"
"1672964671-1386","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/0869e4ea6f6228fc5b2a7c47bec5836a.256p.jpg","Corsair Vengeance Performance 8 GB","SpeedDDR4-2400","Modules1 x 8GB","Price / GB€3.249","ColorBlack / Yellow","First Word Latency13.333 ns","CAS Latency16","25.99","Corsair Vengeance Performance 8 GB         (0)","https://es.pcpartpicker.com/product/4wYLrH/corsair-vengeance-performance-8gb-1-x-8gb-ddr4-2400-memory-cmsx8gx4m1a2400c16","null"
"1672964674-1387","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://m.media-amazon.com/images/I/41GHpMARpQL.jpg","VisionTek 900390 2 GB","SpeedDDR3-1600","Modules1 x 2GB","Price / GB€13.000","ColorBlack","First Word Latency10 ns","CAS Latency8","26.00","VisionTek 900390 2 GB         (0)","https://es.pcpartpicker.com/product/3m6BD3/visiontek-memory-900390","null"
"1672964676-1388","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/cf2f76ba17b363ea53567524e776f135.256p.jpg","Kingston ValueRAM 8 GB","SpeedDDR4-2666","Modules1 x 8GB","Price / GB€3.276","Color","First Word Latency14.254 ns","CAS Latency19","26.21","Kingston ValueRAM 8 GB         (0)","https://es.pcpartpicker.com/product/VJhmP6/kingston-valueram-8-gb-1-x-8-gb-ddr4-2666-cl19-memory-kvr26s19s68","null"
"1672964678-1389","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/a2241204dbd6d6aca970c6fffd2ea4e3.256p.jpg","Kingston ValueRAM 8 GB","SpeedDDR4-2666","Modules1 x 8GB","Price / GB€3.283","ColorGreen","First Word Latency14.254 ns","CAS Latency19","26.26","Kingston ValueRAM 8 GB         (0)","https://es.pcpartpicker.com/product/MKfFf7/kingston-valueram-8-gb-1-x-8-gb-ddr4-2666-cl19-memory-kvr26n19s68","null"
"1672964680-1390","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/a6e59e45a1d663e7daa43f2eb72c9b2b.256p.jpg","Crucial CT8G4DFS824A 8 GB","SpeedDDR4-2400","Modules1 x 8GB","Price / GB€3.303","ColorGreen","First Word Latency14.167 ns","CAS Latency17","26.42","Crucial CT8G4DFS824A 8 GB         (4)","https://es.pcpartpicker.com/product/pyRzK8/crucial-8gb-1-x-8gb-ddr4-2133-memory-ct8g4dfs824a","(4 Ratings, 4.8 Average)"
"1672964683-1391","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://m.media-amazon.com/images/I/417oS1yXEdL.jpg","Mushkin 991586 2 GB","SpeedDDR3-1333","Modules1 x 2GB","Price / GB€13.240","ColorGreen","First Word Latency13.503 ns","CAS Latency9","26.48","Mushkin 991586 2 GB         (0)","https://es.pcpartpicker.com/product/2xJwrH/mushkin-memory-991586","null"
"1672964685-1392","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/c27b177bc44c6b7eaa455e3d85f8671c.256p.jpg","Crucial CT8G4SFS824A 8 GB","SpeedDDR4-2400","Modules1 x 8GB","Price / GB€3.336","ColorGreen / Black","First Word Latency14.167 ns","CAS Latency17","26.69","Crucial CT8G4SFS824A 8 GB         (0)","https://es.pcpartpicker.com/product/rLc48d/crucial-8gb-1-x-8gb-ddr4-2400-memory-ct8g4sfs824a","null"
"1672964687-1393","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/771821d5f2ed8a5dd915d0f14975d21a.med.256p.jpg","Corsair Mac Memory 4 GB","SpeedDDR3-1333","Modules1 x 4GB","Price / GB€6.697","ColorBlack / Green","First Word Latency13.503 ns","CAS Latency9","26.79","Corsair Mac Memory 4 GB         (1)","https://es.pcpartpicker.com/product/YNfp99/corsair-memory-cmsa4gx3m1a1333c9","(1 Rating, 5.0 Average)"
"1672964690-1394","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/561a0d1e6e0298fa8eff2bf05cd17886.256p.jpg","Kingston KVR26S19S8/8 8 GB","SpeedDDR4-2666","Modules1 x 8GB","Price / GB€3.350","ColorGreen / Black","First Word Latency14.254 ns","CAS Latency19","26.80","Kingston KVR26S19S8/8 8 GB         (0)","https://es.pcpartpicker.com/product/6Xzkcf/kingston-8-gb-1-x-8-gb-ddr4-2666-memory-kvr26s19s88","null"
"1672964692-1395","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://m.media-amazon.com/images/I/41CCe2K0CpL.jpg","G.Skill Aegis 8 GB","SpeedDDR3-1600","Modules1 x 8GB","Price / GB€3.366","Color","First Word Latency13.75 ns","CAS Latency11","26.93","G.Skill Aegis 8 GB         (2)","https://es.pcpartpicker.com/product/CPjG3C/gskill-memory-f31600c11s8gis","(2 Ratings, 4.0 Average)"
"1672964694-1396","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","/static/forever/img/no-image.png","Timetec 75TT133U2R8-8G 16 GB","SpeedDDR3-1333","Modules2 x 8GB","Price / GB€1.687","ColorGreen / Black","First Word Latency13.503 ns","CAS Latency9","26.99","Timetec 75TT133U2R8-8G 16 GB         (0)","https://es.pcpartpicker.com/product/2C2WGX/timetec-75tt133u2r8-8g-16-gb-2-x-8-gb-ddr3-1333-cl9-memory-75tt133u2r8-8g","null"
"1672964697-1397","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","//cdna.pcpartpicker.com/static/forever/images/product/5d0e7dd0d9c208ef610f644fd7d8f5da.med.256p.jpg","Corsair CMV8GX4M1A2133C15 8 GB","SpeedDDR4-2133","Modules1 x 8GB","Price / GB€3.375","ColorBlack","First Word Latency14.065 ns","CAS Latency15","27.00","Corsair CMV8GX4M1A2133C15 8 GB         (8)","https://es.pcpartpicker.com/product/2XL7YJ/corsair-memory-cmv8gx4m1a2133c15","(8 Ratings, 4.8 Average)"
"1672964699-1398","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://images-na.ssl-images-amazon.com/images/I/41RS6bm3zPL.jpg","Kingston KVR1333D3N9HK2/8G 8 GB","SpeedDDR3-1333","Modules2 x 4GB","Price / GB€3.428","ColorGreen","First Word Latency13.503 ns","CAS Latency9","27.42","Kingston KVR1333D3N9HK2/8G 8 GB         (2)","https://es.pcpartpicker.com/product/7pTmP6/kingston-memory-kvr1333d3n9hk28g","(2 Ratings, 5.0 Average)"
"1672964701-1399","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://images-na.ssl-images-amazon.com/images/I/51CIGUzML6L.jpg","G.Skill F3-1600C11S-8GSL 8 GB","SpeedDDR3-1600","Modules1 x 8GB","Price / GB€3.433","Color","First Word Latency13.75 ns","CAS Latency11","27.46","G.Skill F3-1600C11S-8GSL 8 GB         (0)","https://es.pcpartpicker.com/product/ZQXfrH/gskill-memory-f31600c11s8gsl","null"
"1672964703-1400","https://es.pcpartpicker.com/products/memory/#sort=-price&page=25","https://m.media-amazon.com/images/I/41SMXa9Qu7L.jpg","Silicon Power SP008GBLTU160N02 8 GB","SpeedDDR3-1600","Modules1 x 8GB","Price / GB€3.434","ColorBlack / Green","First Word Latency13.75 ns","CAS Latency11","27.47","Silicon Power SP008GBLTU160N02 8 GB         (0)","https://es.pcpartpicker.com/product/2LkwrH/silicon-power-memory-sp008gbltu160n02","null"
"1672964709-1401","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/320bd24f59d342669c910b3d88d07b7a.256p.jpg","Kingston KVR13LS9S6/2 2 GB","SpeedDDR3-1333","Modules1 x 2GB","Price / GB€13.750","ColorBlack / Green","First Word Latency13.503 ns","CAS Latency9","27.50","Kingston KVR13LS9S6/2 2 GB         (1)","https://es.pcpartpicker.com/product/ZkCwrH/kingston-memory-kvr13ls9s62","(1 Rating, 5.0 Average)"
"1672964712-1402","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://images-fe.ssl-images-amazon.com/images/I/41vOpJwT-%2BL.jpg","Kingston ValueRAM 1 GB","SpeedDDR2-667","Modules1 x 1GB","Price / GB€27.670","ColorGreen","First Word Latency14.993 ns","CAS Latency5","27.67","Kingston ValueRAM 1 GB         (0)","https://es.pcpartpicker.com/product/ZxMFf7/kingston-memory-kvr667d2n51g","null"
"1672964714-1403","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/9420c085fa6d297188f50cc8217d85ff.256p.jpg","Kingston ValueRAM 8 GB","SpeedDDR4-2666","Modules1 x 8GB","Price / GB€3.478","ColorGreen","First Word Latency14.254 ns","CAS Latency19","27.82","Kingston ValueRAM 8 GB         (0)","https://es.pcpartpicker.com/product/qQxbt6/kingston-valueram-8-gb-1-x-8-gb-ddr4-2666-cl19-memory-kvr26n19s8l8","null"
"1672964716-1404","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://images-na.ssl-images-amazon.com/images/I/41fnZwNLq6L.jpg","G.Skill NS 2 GB","SpeedDDR3-1333","Modules1 x 2GB","Price / GB€13.995","ColorGreen","First Word Latency13.503 ns","CAS Latency9","27.99","G.Skill NS 2 GB         (1)","https://es.pcpartpicker.com/product/Lb9KHx/gskill-memory-f310600cl9s2gbns","(1 Rating, 3.0 Average)"
"1672964719-1405","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/0b55d305b251ab6c70bb68b2bb8ba692.256p.jpg","Kingston ValueRAM 4 GB","SpeedDDR4-3200","Modules1 x 4GB","Price / GB€7.018","ColorGreen","First Word Latency13.75 ns","CAS Latency22","28.07","Kingston ValueRAM 4 GB         (0)","https://es.pcpartpicker.com/product/KdzFf7/kingston-valueram-4-gb-1-x-4-gb-ddr4-3200-cl22-memory-kvr32n22s64","null"
"1672964721-1406","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/51XEf8JCn4L.jpg","G.Skill Ripjaws 8 GB","SpeedDDR4-3000","Modules1 x 8GB","Price / GB€3.510","ColorBlack / Blue","First Word Latency10.667 ns","CAS Latency16","28.08","G.Skill Ripjaws 8 GB         (0)","https://es.pcpartpicker.com/product/r4FXsY/gskill-ripjaws-8gb-1-x-8gb-ddr4-3000-memory-f4-3000c16s-8grs","null"
"1672964723-1407","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/41g50ycae8L.jpg","G.Skill Aegis 8 GB","SpeedDDR3-1333","Modules1 x 8GB","Price / GB€3.522","Color","First Word Latency13.503 ns","CAS Latency9","28.18","G.Skill Aegis 8 GB         (0)","https://es.pcpartpicker.com/product/yrTmP6/gskill-memory-f31333c9s8gis","null"
"1672964725-1408","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/41LM1wazQcL.jpg","GeIL GS34GB1333C9SC 4 GB","SpeedDDR3-1333","Modules1 x 4GB","Price / GB€7.048","ColorGreen","First Word Latency13.503 ns","CAS Latency9","28.19","GeIL GS34GB1333C9SC 4 GB         (0)","https://es.pcpartpicker.com/product/z37wrH/geil-memory-gs34gb1333c9sc","null"
