web-scraper-order,web-scraper-start-url,img-src,name,capacity,price/GB,type,cache,form factor,interface,price,link,link-href,rating
"1673016880-787","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/3cd6109dce7b051866a715b0ab522181.256p.jpg","Kingston DC500R","Capacity960 GB","Price / GB€0.175","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","167.80","Kingston DC500R         (0)","https://es.pcpartpicker.com/product/rBjNnQ/kingston-dc500r-960-gb-25-solid-state-drive-sedc500r960g","null"
"1673016882-788","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/a745b97de872578d1513740fd05e1ae0.256p.jpg","Kingston SSDNOW DC500R","Capacity3.84 TB","Price / GB€0.044","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","167.80","Kingston SSDNOW DC500R         (0)","https://es.pcpartpicker.com/product/2wcRsY/kingston-ssdnow-dc500r-384-tb-25-solid-state-drive-sedc500r3840g","null"
"1673016884-789","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/41C5c5tZtjL.jpg","Addlink S70","Capacity1 TB","Price / GB€0.167","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","167.12","Addlink S70         (0)","https://es.pcpartpicker.com/product/Y6zhP6/addlink-s70-1-tb-m2-2280-nvme-solid-state-drive-ad1tbs70m2p","null"
"1673016886-790","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/41C5c5tZtjL.jpg","Addlink S70","Capacity1 TB","Price / GB€0.167","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","167.12","Addlink S70         (2)","https://es.pcpartpicker.com/product/fxsnTW/addlink-s70-1-tb-m2-2280-nvme-solid-state-drive-8541578384","(2 Ratings, 5.0 Average)"
"1673016889-791","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://images-na.ssl-images-amazon.com/images/I/51fd0vX5pZL.jpg","Corsair Force","Capacity80 GB","Price / GB€2.083","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 3.0 Gb/s","166.63","Corsair Force         (0)","https://es.pcpartpicker.com/product/D4Lypg/corsair-internal-hard-drive-cssdf80gb2brkta","null"
"1673016891-792","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/da3abb8b2dcd2e68dce78ea50c51a5ff.256p.jpg","TEAMGROUP T-Force Delta RGB","Capacity1 TB","Price / GB€0.166","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","165.85","TEAMGROUP T-Force Delta RGB         (0)","https://es.pcpartpicker.com/product/CZrmP6/team-t-force-delta-rgb-1tb-25-solid-state-drive-t253tr001t3c413","null"
"1673016893-793","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/fc032f25b40a04ce17f1a3a06c7f6418.256p.jpg","Western Digital Blue","Capacity6 TB","Price / GB€0.028","Type5400 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","165.64","Western Digital Blue         (2)","https://es.pcpartpicker.com/product/Z2HRsY/western-digital-blue-6-tb-35-5400rpm-internal-hard-drive-wd60ezaz","(2 Ratings, 5.0 Average)"
"1673016895-794","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/77b5046db1f690e2d52c3fa87d6a535e.256p.jpg","MSI SPATIUM M480","Capacity1 TB","Price / GB€0.165","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","164.87","MSI SPATIUM M480         (0)","https://es.pcpartpicker.com/product/TVZ9TW/msi-spatium-m480-1-tb-m2-2280-nvme-solid-state-drive-sm480n1tb","null"
"1673016898-795","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/41ccTJnzCML.jpg","Toshiba P300","Capacity500 GB","Price / GB€0.329","Type7200 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","164.70","Toshiba P300         (1)","https://es.pcpartpicker.com/product/PMcMnQ/toshiba-internal-hard-drive-hdwd105xzsta","(1 Rating, 4.0 Average)"
"1673016900-796","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/41oifNce1pL.jpg","ADATA SU800","Capacity1 TB","Price / GB€0.165","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 SATA","164.59","ADATA SU800         (2)","https://es.pcpartpicker.com/product/hCjJ7P/adata-su800-1-tb-m2-2280-solid-state-drive-asu800ns38-1tt-c","(2 Ratings, 5.0 Average)"
"1673016902-797","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/41C+OL9IsAL.jpg","V7 S6000","Capacity1 TB","Price / GB€0.164","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","164.17","V7 S6000         (0)","https://es.pcpartpicker.com/product/pVFKHx/v7-s6000-1-tb-25-solid-state-drive-v7s600025-1000","null"
"1673016905-798","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/d80b2f529f4966aceb488eb04c339788.256p.jpg","Toshiba MG08ADA400E","Capacity4 TB","Price / GB€0.041","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","163.97","Toshiba MG08ADA400E         (1)","https://es.pcpartpicker.com/product/4HH7YJ/toshiba-mg08ada400e-4-tb-35-7200rpm-internal-hard-drive-mg08ada400e","(1 Rating, 5.0 Average)"
"1673016907-799","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/a8bef7231cdca13bafc94110fb245e70.256p.jpg","Western Digital Red Plus","Capacity6 TB","Price / GB€0.027","Type5400 RPM","Cache128 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","163.80","Western Digital Red Plus         (0)","https://es.pcpartpicker.com/product/Ld6p99/western-digital-wd-red-plus-6-tb-35-5400rpm-internal-hard-drive-wd60efzx","null"
"1673016913-800","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/7373d77a5d7b02a0e39cf13fd542b1b6.256p.jpg","Seagate ST6000NM0024","Capacity6 TB","Price / GB€0.027","Type7200 RPM","Cache128 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","163.46","Seagate ST6000NM0024         (1)","https://es.pcpartpicker.com/product/9YyFf7/seagate-internal-hard-drive-st6000nm0024","(1 Rating, 5.0 Average)"
"1673016915-801","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/65573f9b81b272dcf0dd4904529460e5.256p.jpg","ADATA XPG SX8200 Pro","Capacity2 TB","Price / GB€0.082","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","163.35","ADATA XPG SX8200 Pro         (32)","https://es.pcpartpicker.com/product/kQZzK8/adata-xpg-sx8200-pro-2-tb-m2-2280-nvme-solid-state-drive-asx8200pnp-2tt-c","(32 Ratings, 4.9 Average)"
"1673016918-802","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/c4fb278d586a7cba42674087dd6496a4.256p.jpg","Seagate FireCuda 530 w/Heatsink","Capacity1 TB","Price / GB€0.163","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","163.32","Seagate FireCuda 530 w/Heatsink         (0)","https://es.pcpartpicker.com/product/MdddnQ/seagate-firecuda-530-wheatsink-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-zp1000gm3a023","null"
"1673016920-803","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","https://images-na.ssl-images-amazon.com/images/I/513VT8li41L.jpg","Samsung Spinpoint F1 EG","Capacity1 TB","Price / GB€0.163","Type5400 RPM","Cache32 MB","Form Factor3.5""","InterfaceSATA 3.0 Gb/s","163.00","Samsung Spinpoint F1 EG         (0)","https://es.pcpartpicker.com/product/4KTmP6/samsung-internal-hard-drive-hd103ui","null"
"1673016922-804","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/2175032075a65562984bc76323c32598.256p.jpg","Patriot Spark","Capacity512 GB","Price / GB€0.318","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","162.58","Patriot Spark         (0)","https://es.pcpartpicker.com/product/PgDzK8/patriot-spark-512gb-25-solid-state-drive-psk512gs25ssdr","null"
"1673016925-805","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","https://m.media-amazon.com/images/I/51-P82jsezL.jpg","Kingston SSDNow V+200","Capacity120 GB","Price / GB€1.354","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","162.44","Kingston SSDNow V+200         (1)","https://es.pcpartpicker.com/product/TX8Zxr/kingston-internal-hard-drive-svp200s37a120g","(1 Rating, 5.0 Average)"
"1673016927-806","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","https://images-na.ssl-images-amazon.com/images/I/4132xZpf-rL.jpg","Corsair Force GT","Capacity120 GB","Price / GB€1.352","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","162.19","Corsair Force GT         (17)","https://es.pcpartpicker.com/product/mMW9TW/corsair-internal-hard-drive-cssdf120gbgtbk","(17 Ratings, 4.4 Average)"
"1673016929-807","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/129d23e0a1a8838493ef1033fe353a88.256p.jpg","TEAMGROUP T-Force Delta Max RGB","Capacity1 TB","Price / GB€0.162","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","161.88","TEAMGROUP T-Force Delta Max RGB         (8)","https://es.pcpartpicker.com/product/RMvqqs/team-t-force-delta-max-rgb-1-tb-25-solid-state-drive-t253tm001t3c302","(8 Ratings, 4.6 Average)"
"1673016931-808","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/adc747a946f989edc13e0c8df1daedf6.256p.jpg","Kingston SSDNow V300","Capacity120 GB","Price / GB€1.346","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","161.47","Kingston SSDNow V300         (262)","https://es.pcpartpicker.com/product/rtzv6h/kingston-internal-hard-drive-sv300s37a120g","(262 Ratings, 4.6 Average)"
"1673016934-809","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/aafcbf420443bb76cfe6a8c174f447db.256p.jpg","Solidigm P41 Plus","Capacity2 TB","Price / GB€0.080","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","160.80","Solidigm P41 Plus         (1)","https://es.pcpartpicker.com/product/RqTp99/solidigm-p41-plus-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ssdpfknu020tzx1","(1 Rating, 5.0 Average)"
"1673016936-810","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/b586f89948fc65a67869b037a8585ab3.256p.jpg","Kingston DC1000B","Capacity480 GB","Price / GB€0.335","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","160.69","Kingston DC1000B         (0)","https://es.pcpartpicker.com/product/TThFf7/kingston-dc1000b-480-gb-m2-2280-nvme-solid-state-drive-sedc1000bm8480g","null"
"1673016938-811","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/6f160d78468e8bc22dd017ffa9edd537.256p.jpg","Toshiba P300","Capacity6 TB","Price / GB€0.027","Type5400 RPM","Cache128 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","160.36","Toshiba P300         (0)","https://es.pcpartpicker.com/product/6qZ9TW/toshiba-p300-6-tb-35-5400rpm-internal-hard-drive-hdwd260ezsta","null"
"1673016940-812","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","/static/forever/img/no-image.png","Western Digital VelociRaptor","Capacity300 GB","Price / GB€0.533","Type10000 RPM","Cache16 MB","Form Factor3.5""","InterfaceSATA 3.0 Gb/s","160.00","Western Digital VelociRaptor         (0)","https://es.pcpartpicker.com/product/Nzckcf/western-digital-internal-hard-drive-wd3000glfsrtl","null"
"1673016943-813","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","https://m.media-amazon.com/images/I/518fR7SmzNL.jpg","Western Digital VelociRaptor","Capacity300 GB","Price / GB€0.533","Type10000 RPM","Cache16 MB","Form Factor3.5""","InterfaceSATA 3.0 Gb/s","160.00","Western Digital VelociRaptor         (1)","https://es.pcpartpicker.com/product/LMH323/western-digital-internal-hard-drive-wd3000hlfs","(1 Rating, 5.0 Average)"
"1673016945-814","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/67ae19fe7847cb5bf67f4448e717e831.256p.jpg","Western Digital Black SN850","Capacity1 TB","Price / GB€0.160","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","159.94","Western Digital Black SN850         (58)","https://es.pcpartpicker.com/product/W69tt6/western-digital-black-sn850-1-tb-m2-2280-nvme-solid-state-drive-wds100t1x0e","(58 Ratings, 4.9 Average)"
"1673016947-815","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/4cfd806db768aa97459af47487c04dd4.256p.jpg","TEAMGROUP CX1","Capacity960 GB","Price / GB€0.166","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","159.83","TEAMGROUP CX1         (0)","https://es.pcpartpicker.com/product/ptZ9TW/teamgroup-cx1-960-gb-25-solid-state-drive-t253x5960g0c101","null"
"1673016950-816","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/c31410765b181f0b23f6a93b00fd81f6.256p.jpg","Seagate IronWolf NAS","Capacity6 TB","Price / GB€0.027","Type5400 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","159.80","Seagate IronWolf NAS         (0)","https://es.pcpartpicker.com/product/npFKHx/seagate-ironwolf-nas-6-tb-35-5400-rpm-internal-hard-drive-st6000vn001","null"
"1673016952-817","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/d59265eb1c1a742d7b7510e8259924db.256p.jpg","Gigabyte AORUS Gen4","Capacity1 TB","Price / GB€0.160","TypeSSD","Cache2048 MB","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","159.79","Gigabyte AORUS Gen4         (13)","https://es.pcpartpicker.com/product/N8n8TW/gigabyte-aorus-gen4-1-tb-m2-2280-nvme-solid-state-drive-gp-ag41tb","(13 Ratings, 4.8 Average)"
"1673016954-818","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/3221490ac74493074cdee064b71989ce.256p.jpg","TEAMGROUP CX2","Capacity2 TB","Price / GB€0.080","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","159.58","TEAMGROUP CX2         (0)","https://es.pcpartpicker.com/product/mc848d/team-cx2-2-tb-25-solid-state-drive-t253x6002t0c101","null"
"1673016957-819","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/24739d2c05e810fd8c8d6883e6ed10fe.256p.jpg","Crucial MX500","Capacity2 TB","Price / GB€0.080","TypeSSD","Cache2048 MB","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","159.11","Crucial MX500         (48)","https://es.pcpartpicker.com/product/nF8j4D/crucial-mx500-2tb-25-solid-state-drive-ct2000mx500ssd1","(48 Ratings, 4.8 Average)"
"1673016959-820","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","https://m.media-amazon.com/images/I/51Jo4e0NpsL.jpg","Seagate Constellation ES","Capacity2 TB","Price / GB€0.080","Type7200 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","159.05","Seagate Constellation ES         (4)","https://es.pcpartpicker.com/product/KDW9TW/seagate-internal-hard-drive-st2000nm0011","(4 Ratings, 4.2 Average)"
"1673016961-821","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","https://images-na.ssl-images-amazon.com/images/I/41CZ9A6d7IL.jpg","OCZ Synapse Cache","Capacity64 GB","Price / GB€2.485","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","159.02","OCZ Synapse Cache         (0)","https://es.pcpartpicker.com/product/DvJwrH/ocz-internal-hard-drive-syn25sat364g","null"
"1673016963-822","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","https://images-fe.ssl-images-amazon.com/images/I/41B5dDPJ-EL.jpg","Kingston FURY","Capacity480 GB","Price / GB€0.331","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","159.00","Kingston FURY         (0)","https://es.pcpartpicker.com/product/fwcMnQ/kingston-internal-hard-drive-shfs37a480g","null"
"1673016966-823","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","https://images-na.ssl-images-amazon.com/images/I/41EzAVjQpnL.jpg","Seagate Constellation ES","Capacity1 TB","Price / GB€0.159","Type7200 RPM","Cache32 MB","Form Factor3.5""","InterfaceSATA 3.0 Gb/s","159.00","Seagate Constellation ES         (4)","https://es.pcpartpicker.com/product/M3phP6/seagate-internal-hard-drive-st31000524ns","(4 Ratings, 4.2 Average)"
"1673016968-824","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","https://m.media-amazon.com/images/I/41mLhXvczUL.jpg","Hitachi 7K1000.B","Capacity1 TB","Price / GB€0.159","Type7200 RPM","Cache16 MB","Form Factor3.5""","InterfaceSATA 3.0 Gb/s","159.00","Hitachi 7K1000.B         (1)","https://es.pcpartpicker.com/product/hWsKHx/hitachi-internal-hard-drive-hdt721010sla360","(1 Rating, 5.0 Average)"
"1673016970-825","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","https://m.media-amazon.com/images/I/51bDpXmnvtL.jpg","Western Digital Caviar Black","Capacity2 TB","Price / GB€0.080","Type7200 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","159.00","Western Digital Caviar Black         (69)","https://es.pcpartpicker.com/product/cpw323/western-digital-internal-hard-drive-wd2002faex","(69 Ratings, 4.6 Average)"
"1673016972-826","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/f57d0b0bbb51ba5cbefd833cc6bc43ef.256p.jpg","Seagate ST4000NM0024","Capacity4 TB","Price / GB€0.040","Type7200 RPM","Cache128 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","158.99","Seagate ST4000NM0024         (1)","https://es.pcpartpicker.com/product/cFw323/seagate-internal-hard-drive-st4000nm0024","(1 Rating, 5.0 Average)"
"1673016975-827","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","//cdna.pcpartpicker.com/static/forever/images/product/4dfe9f402d344d460b4917dc638087d7.256p.jpg","Corsair MP600 CORE","Capacity1 TB","Price / GB€0.159","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","158.93","Corsair MP600 CORE         (2)","https://es.pcpartpicker.com/product/RgTzK8/corsair-mp600-core-1-tb-m2-2280-nvme-solid-state-drive-cssd-f1000gbmp600cor","(2 Ratings, 5.0 Average)"
"1673016977-828","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=9","https://images-na.ssl-images-amazon.com/images/I/51%2BHtR8levL.jpg","Western Digital AV-GP","Capacity3 TB","Price / GB€0.053","Type5900 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","158.88","Western Digital AV-GP         (0)","https://es.pcpartpicker.com/product/r3h9TW/western-digital-internal-hard-drive-wd30eurx","null"
