web-scraper-order,web-scraper-start-url,img-src,name,capacity,price/GB,type,cache,form factor,interface,price,link,link-href,rating
"1673015742-299","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=15","//cdna.pcpartpicker.com/static/forever/images/product/07c72099daaf8683958dcc56591c7f3d.256p.jpg","Patriot Viper Gaming VP4100","Capacity2 TB","Price / GB€0.177","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","354.90","Patriot Viper Gaming VP4100         (0)","https://es.pcpartpicker.com/product/XF848d/patriot-viper-gaming-vp4100-2-tb-m2-2280-nvme-solid-state-drive-vp4100-2tbm28h","null"
"1673015744-300","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=15","//cdna.pcpartpicker.com/static/forever/images/product/0c44555c3c7bec121665d495b21c5465.256p.jpg","Seagate IronWolf NAS","Capacity8 TB","Price / GB€0.044","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","353.45","Seagate IronWolf NAS         (1)","https://es.pcpartpicker.com/product/zKnG3C/seagate-ironwolf-8tb-35-7200rpm-internal-hard-drive-st8000vn0022","(1 Rating, 4.0 Average)"
"1673015750-301","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://images-eu.ssl-images-amazon.com/images/I/51yBmVgxxQL.jpg","Seagate Enterprise Capacity","Capacity2 TB","Price / GB€0.177","Type7200 RPM","Cache128 MB","Form Factor2.5""","InterfaceSAS 12.0 Gb/s","353.30","Seagate Enterprise Capacity         (0)","https://es.pcpartpicker.com/product/CNtQzy/seagate-enterprise-capacity-2-tb-25-7200rpm-internal-hard-drive-st2000nx0433","null"
"1673015752-302","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/41zKFX5C9BL.jpg","Samsung 860 Pro","Capacity512 GB","Price / GB€0.689","TypeSSD","Cache512 MB","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","352.56","Samsung 860 Pro         (7)","https://es.pcpartpicker.com/product/4cbwrH/samsung-860-pro-512gb-25-solid-state-drive-mz-76p512bw","(7 Ratings, 5.0 Average)"
"1673015755-303","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/6d24c02b532c0f5477646a933ed6f8b3.256p.jpg","Seagate Enterprise Performance","Capacity1.2 TB","Price / GB€0.293","Type10000 RPM","Cache256 MB","Form Factor3.5""","InterfaceSAS 12.0 Gb/s","351.29","Seagate Enterprise Performance         (0)","https://es.pcpartpicker.com/product/fqtQzy/seagate-enterprise-performance-12-tb-35-10000rpm-internal-hard-drive-st1200mm0139","null"
"1673015757-304","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/17826badb30b589cf4071fb3b2ef2f69.256p.jpg","Seagate Exos X18","Capacity14 TB","Price / GB€0.025","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","350.80","Seagate Exos X18         (0)","https://es.pcpartpicker.com/product/tG92FT/seagate-exos-enterprise-x18-14-tb-35-7200rpm-internal-hard-drive-st14000nm000j","null"
"1673015759-305","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/b716a19f6745a0c97af98bcbd1cd8572.256p.jpg","Seagate FireCuda","Capacity2 TB","Price / GB€0.174","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","348.40","Seagate FireCuda         (1)","https://es.pcpartpicker.com/product/kpgQzy/seagate-firecuda-2-tb-m2-2280-nvme-solid-state-drive-zp2000gm30021","(1 Rating, 5.0 Average)"
"1673015762-306","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/51lCqilNgQL.jpg","Intel 330","Capacity120 GB","Price / GB€2.901","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","348.09","Intel 330         (10)","https://es.pcpartpicker.com/product/yYxfrH/intel-internal-hard-drive-ssdsc2ct120a3k5","(10 Ratings, 4.7 Average)"
"1673015764-307","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/57a5a59e6069134d6d20848f002dd7b8.256p.jpg","Hitachi HDN724040ALE640","Capacity4 TB","Price / GB€0.087","Type7200 RPM","Cache","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","348.03","Hitachi HDN724040ALE640         (0)","https://es.pcpartpicker.com/product/CWx2FT/hitachi-4-tb-35-7200rpm-internal-hard-drive-hdn724040ale640","null"
"1673015766-308","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/51ZU3AtjsrL.jpg","Western Digital Black","Capacity4 TB","Price / GB€0.087","Type7200 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","347.45","Western Digital Black         (26)","https://es.pcpartpicker.com/product/rYn2FT/western-digital-internal-hard-drive-wd4003fzex","(26 Ratings, 4.8 Average)"
"1673015768-309","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/fddd7d0acb013b02e4d2101e3f9d07ba.256p.jpg","Mushkin PILOT","Capacity2 TB","Price / GB€0.173","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","346.09","Mushkin PILOT         (1)","https://es.pcpartpicker.com/product/VzQG3C/mushkin-pilot-2-tb-m2-2280-solid-state-drive-mknssdpl2tb-d8","(1 Rating, 4.0 Average)"
"1673015771-310","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","/static/forever/img/no-image.png","Hitachi Ultrastar C10K1200","Capacity1.2 TB","Price / GB€0.287","Type10000 RPM","Cache64 MB","Form Factor2.5""","InterfaceSAS 6.0 Gb/s","345.00","Hitachi Ultrastar C10K1200         (0)","https://es.pcpartpicker.com/product/PJx9TW/hitachi-internal-hard-drive-huc101212css600","null"
"1673015773-311","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/51RJCw6u3cL.jpg","Western Digital Red Pro","Capacity4 TB","Price / GB€0.086","Type7200 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","345.00","Western Digital Red Pro         (1)","https://es.pcpartpicker.com/product/nj8Zxr/western-digital-internal-hard-drive-wd4001ffsx","(1 Rating, 5.0 Average)"
"1673015775-312","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/79f41cae02110c429bd9bb514130d169.256p.jpg","Solidigm P44 Pro","Capacity2 TB","Price / GB€0.172","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","344.90","Solidigm P44 Pro         (0)","https://es.pcpartpicker.com/product/X8nypg/solidigm-p44-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ssdpfkkw020x7x1","null"
"1673015777-313","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/820a5fc34269d4a88c72b95251b60308.256p.jpg","Kingston KC2000","Capacity1 TB","Price / GB€0.345","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","344.72","Kingston KC2000         (1)","https://es.pcpartpicker.com/product/mJbCmG/kingston-kc2000-1-tb-m2-2280-nvme-solid-state-drive-skc2000m81000g","(1 Rating, 5.0 Average)"
"1673015780-314","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/31nXTKlKQYL.jpg","Crucial P3 Plus","Capacity4 TB","Price / GB€0.086","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","344.34","Crucial P3 Plus         (1)","https://es.pcpartpicker.com/product/PPpzK8/crucial-p3-plus-4-tb-m2-2280-nvme-solid-state-drive-ct4000p3pssd8","(1 Rating, 4.0 Average)"
"1673015782-315","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/33047df923592f0f8f135de206574941.256p.jpg","Crucial MX500","Capacity4 TB","Price / GB€0.086","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","343.90","Crucial MX500         (2)","https://es.pcpartpicker.com/product/p7nypg/crucial-mx500-4-tb-25-solid-state-drive-ct4000mx500ssd1","(2 Ratings, 5.0 Average)"
"1673015784-316","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/db1085bdaa2c570cfda7cdc4bade984e.256p.jpg","PNY CS3140","Capacity2 TB","Price / GB€0.172","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","343.60","PNY CS3140         (0)","https://es.pcpartpicker.com/product/6HGbt6/pny-cs3140-2-tb-m2-2280-nvme-solid-state-drive-m280cs3140-2tb-rb","null"
"1673015787-317","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://images-na.ssl-images-amazon.com/images/I/314uNM1nPJL.jpg","Intel 530","Capacity180 GB","Price / GB€1.900","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","341.98","Intel 530         (3)","https://es.pcpartpicker.com/product/pZ6BD3/intel-internal-hard-drive-ssdsc2bw180a4k5","(3 Ratings, 4.7 Average)"
"1673015789-318","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/621c562a68eccc1b134f806aa3bf453c.256p.jpg","Kingston SSDNOW DC500M","Capacity1.92 TB","Price / GB€0.178","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","340.90","Kingston SSDNOW DC500M         (0)","https://es.pcpartpicker.com/product/mhkgXL/kingston-ssdnow-dc500m-192-tb-25-solid-state-drive-sedc500m1920g","null"
"1673015791-319","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/51tQAlAPT+L.jpg","Western Digital Black","Capacity4 TB","Price / GB€0.085","Type7200 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","340.00","Western Digital Black         (15)","https://es.pcpartpicker.com/product/9BkD4D/western-digital-internal-hard-drive-wd4001faex","(15 Ratings, 4.6 Average)"
"1673015793-320","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/82ae03f2b4a2b03e374b05d0a64774c7.256p.jpg","Western Digital Black SN850 w/Heatsink","Capacity2 TB","Price / GB€0.170","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","339.98","Western Digital Black SN850 w/Heatsink         (0)","https://es.pcpartpicker.com/product/JJYQzy/western-digital-black-sn850-wheatsink-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds200t1xhe","null"
"1673015796-321","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/3b36355776a4c941cc5a3de78e1ef18e.256p.jpg","KIOXIA EXCERIA PLUS","Capacity2 TB","Price / GB€0.169","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","337.99","KIOXIA EXCERIA PLUS         (0)","https://es.pcpartpicker.com/product/gQJgXL/kioxia-exceria-plus-2-tb-m2-2280-nvme-solid-state-drive-lrd10z002tg8","null"
"1673015798-322","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/41V9xc4+3-L.jpg","Western Digital DC HC530","Capacity14 TB","Price / GB€0.024","Type7200 RPM","Cache512 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","337.02","Western Digital DC HC530         (1)","https://es.pcpartpicker.com/product/7ML48d/western-digital-hgst-dc-hc530-14-tb-35-7200rpm-internal-hard-drive-wuh721414ale6l4","(1 Rating, 5.0 Average)"
"1673015800-323","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/8d336b12a6885e39cd1075eb4d7a0bdf.256p.jpg","Western Digital Gold","Capacity12 TB","Price / GB€0.028","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","336.80","Western Digital Gold         (0)","https://es.pcpartpicker.com/product/KsRFf7/western-digital-gold-12tb-35-7200rpm-internal-hard-drive-wd121kryz","null"
"1673015802-324","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/81d3b46ba8801118aaf970f2fb1da0c0.256p.jpg","Intel D3-S4510","Capacity240 GB","Price / GB€1.401","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","336.26","Intel D3-S4510         (0)","https://es.pcpartpicker.com/product/x7VD4D/intel-d3-s4510-240-gb-25-solid-state-drive-ssdsc2kb240g801","null"
"1673015805-325","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/04df3b2e90f250f7b355fa41f6466fdb.256p.jpg","Intel D3-S4510","Capacity1.92 TB","Price / GB€0.175","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","335.99","Intel D3-S4510         (0)","https://es.pcpartpicker.com/product/FZNv6h/intel-d3-s4510-192-tb-25-solid-state-drive-ssdsc2kb019t801","null"
"1673015807-326","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/41yVkv4-1UL.jpg","Seagate STBD6000100","Capacity6 TB","Price / GB€0.056","Type5900 RPM","Cache128 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","335.89","Seagate STBD6000100         (0)","https://es.pcpartpicker.com/product/hvzv6h/seagate-internal-hard-drive-stbd6000100","null"
"1673015809-327","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/41ZJAxVJPAS.jpg","Western Digital Purple Pro","Capacity12 TB","Price / GB€0.028","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","335.80","Western Digital Purple Pro         (0)","https://es.pcpartpicker.com/product/hnXJ7P/western-digital-12-tb-35-7200rpm-internal-hard-drive-wd121purp","null"
"1673015811-328","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/41h5dmj+grL.jpg","MSI SPATIUM M480 PLAY","Capacity2 TB","Price / GB€0.168","TypeSSD","Cache2048 MB","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","335.45","MSI SPATIUM M480 PLAY         (0)","https://es.pcpartpicker.com/product/xGKKHx/msi-spatium-m480-play-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-s78-440q300-p83","null"
"1673015814-329","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/17826badb30b589cf4071fb3b2ef2f69.256p.jpg","Seagate Exos X18","Capacity12 TB","Price / GB€0.028","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","335.05","Seagate Exos X18         (0)","https://es.pcpartpicker.com/product/DggFf7/seagate-exos-enterprise-x18-12-tb-35-7200rpm-internal-hard-drive-st12000nm000j","null"
"1673015816-330","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://images-eu.ssl-images-amazon.com/images/I/41ZjkP38ouL.jpg","Seagate Enterprise","Capacity12 TB","Price / GB€0.028","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","335.00","Seagate Enterprise         (0)","https://es.pcpartpicker.com/product/TXmxFT/seagate-enterprise-12tb-35-7200rpm-internal-hard-drive-st12000nm0007","null"
"1673015818-331","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/844138babb9e12f57a209acfb3f02a30.256p.jpg","Seagate SkyHawk AI","Capacity18 TB","Price / GB€0.019","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","334.90","Seagate SkyHawk AI         (0)","https://es.pcpartpicker.com/product/rBjBD3/seagate-18-tb-35-7200rpm-internal-hard-drive-st18000ve002","null"
"1673015820-332","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/eea95bafaee619379c20706c0ece7f35.256p.jpg","Seagate IronWolf Pro","Capacity12 TB","Price / GB€0.028","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","334.33","Seagate IronWolf Pro         (0)","https://es.pcpartpicker.com/product/T2PKHx/seagate-ironwolf-pro-12-tb-35-7200rpm-internal-hard-drive-st12000ne0008","null"
"1673015823-333","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/2ccd93e659b06e8eceb633822da0c606.256p.jpg","Corsair MP600 Force Series Gen4","Capacity2 TB","Price / GB€0.167","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","334.23","Corsair MP600 Force Series Gen4         (18)","https://es.pcpartpicker.com/product/qCmFf7/corsair-mp600-force-series-gen4-2-tb-m2-2280-solid-state-drive-cssd-f2000gbmp600","(18 Ratings, 4.8 Average)"
"1673015825-334","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","/static/forever/img/no-image.png","Seagate Constellation.2","Capacity500 GB","Price / GB€0.668","Type7200 RPM","Cache64 MB","Form Factor2.5""","InterfaceSAS 6.0 Gb/s","334.20","Seagate Constellation.2         (0)","https://es.pcpartpicker.com/product/qXw323/seagate-internal-hard-drive-st9500620ss","null"
"1673015827-335","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/31t+qOiVKhL.jpg","Seagate 600","Capacity480 GB","Price / GB€0.694","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","333.00","Seagate 600         (2)","https://es.pcpartpicker.com/product/dwxfrH/seagate-internal-hard-drive-st480hm000","(2 Ratings, 5.0 Average)"
"1673015830-336","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://images-na.ssl-images-amazon.com/images/I/51qWnj9SIgL.jpg","Western Digital Red","Capacity5 TB","Price / GB€0.066","Type5400 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","332.00","Western Digital Red         (0)","https://es.pcpartpicker.com/product/Fxh9TW/western-digital-internal-hard-drive-wd50efrx","null"
"1673015832-337","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/b385266abae2573e30c427ae6bf1875e.256p.jpg","Western Digital Red Pro","Capacity10 TB","Price / GB€0.033","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","331.90","Western Digital Red Pro         (1)","https://es.pcpartpicker.com/product/vVCFf7/western-digital-red-pro-10-tb-35-7200rpm-internal-hard-drive-wd102kfbx","(1 Rating, 5.0 Average)"
"1673015834-338","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/47d27d228a730337cb5b17a0ca22d291.256p.jpg","Seagate BarraCuda Pro","Capacity10 TB","Price / GB€0.033","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","330.97","Seagate BarraCuda Pro         (1)","https://es.pcpartpicker.com/product/jwGxFT/seagate-barracuda-pro-10-tb-35-7200rpm-internal-hard-drive-st10000dm001","(1 Rating, 4.0 Average)"
"1673015836-339","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/919a33b7ff4e745a63a11197488a7989.256p.jpg","Seagate Enterprise Capacity","Capacity8 TB","Price / GB€0.041","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSAS 6.0 Gb/s","330.00","Seagate Enterprise Capacity         (0)","https://es.pcpartpicker.com/product/TzQG3C/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st8000nm0075","null"
"1673015839-340","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/fcb9c659d6b6ea94e52155ff2c58bc4d.256p.jpg","Seagate SkyHawk AI","Capacity10 TB","Price / GB€0.033","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","329.99","Seagate SkyHawk AI         (0)","https://es.pcpartpicker.com/product/3jyqqs/seagate-skyhawk-ai-10-tb-35-7200rpm-internal-hard-drive-st10000ve0008","null"
"1673015841-341","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/41+DrIAYHRL.jpg","Corsair MP400","Capacity2 TB","Price / GB€0.165","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","329.72","Corsair MP400         (0)","https://es.pcpartpicker.com/product/pFPQzy/corsair-mp400-2-tb-m2-2280-nvme-solid-state-drive-cssd-f2000gbmp400r2","null"
"1673015843-342","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/51bHED5ng5L.jpg","Seagate ST600MM0158","Capacity600 GB","Price / GB€0.549","Type10000 RPM","Cache128 MB","Form Factor2.5""","InterfaceSAS 12.0 Gb/s","329.14","Seagate ST600MM0158         (0)","https://es.pcpartpicker.com/product/NwPzK8/seagate-internal-hard-drive-st600mm0158","null"
"1673015845-343","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://images-na.ssl-images-amazon.com/images/I/516cBR4cihL.jpg","Seagate Constellation","Capacity160 GB","Price / GB€2.057","Type7200 RPM","Cache32 MB","Form Factor2.5""","InterfaceSATA 3.0 Gb/s","329.14","Seagate Constellation         (0)","https://es.pcpartpicker.com/product/hZbp99/seagate-internal-hard-drive-st9160511ns","null"
"1673015848-344","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/db74d4be2a5005b95c71b2ce45f2d7d3.256p.jpg","Toshiba N300","Capacity12 TB","Price / GB€0.027","Type7200 RPM","Cache","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","327.62","Toshiba N300         (0)","https://es.pcpartpicker.com/product/WQrRsY/toshiba-n300-12-tb-35-7200rpm-internal-hard-drive-hdwg21cezsta","null"
"1673015850-345","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/36dc37a5be4753cebbbbbac59ed760f8.256p.jpg","Western Digital Purple","Capacity8 TB","Price / GB€0.041","Type5400 RPM","Cache128 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","324.77","Western Digital Purple         (1)","https://es.pcpartpicker.com/product/Vy448d/western-digital-purple-8tb-35-5400rpm-internal-hard-drive-wd80purz","(1 Rating, 3.0 Average)"
"1673015852-346","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/dc88f888259b76c74f062ea0522be847.256p.jpg","Seagate Exos X20","Capacity18 TB","Price / GB€0.018","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","323.90","Seagate Exos X20         (0)","https://es.pcpartpicker.com/product/DthFf7/seagate-exos-x20-18-tb-35-7200rpm-internal-hard-drive-st18000nm003d","null"
"1673015854-347","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/0c3a3cafcf64edf04ee4b379dafa46ee.256p.jpg","Seagate Exos X18","Capacity18 TB","Price / GB€0.018","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","323.90","Seagate Exos X18         (0)","https://es.pcpartpicker.com/product/xtvqqs/seagate-exos-enterprise-x18-18-tb-35-7200rpm-internal-hard-drive-st18000nm000j","null"
"1673015857-348","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/41EmANdpRqL.jpg","Toshiba X300","Capacity8 TB","Price / GB€0.040","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","323.83","Toshiba X300         (0)","https://es.pcpartpicker.com/product/bRcRsY/toshiba-x300-8-tb-35-7200rpm-internal-hard-drive-hdwr180xzsta","null"
"1673015859-349","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/62d9d7b8c6c380d5d9332378f62dc2a2.256p.jpg","Seagate IronWolf 510","Capacity960 GB","Price / GB€0.336","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","322.58","Seagate IronWolf 510         (0)","https://es.pcpartpicker.com/product/GRH8TW/seagate-ironwolf-510-960-gb-m2-2280-nvme-solid-state-drive-zp960nm30011","null"
"1673015861-350","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/adb84cd5b0eb9b0d0fd0025f1eb30ab2.256p.jpg","Seagate IronWolf Pro","Capacity10 TB","Price / GB€0.032","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","321.80","Seagate IronWolf Pro         (0)","https://es.pcpartpicker.com/product/GyM48d/seagate-ironwolf-pro-10-gb-35-7200rpm-internal-hard-drive-st10000ne000","null"
"1673015864-351","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/f29dc4b4c1bc8551521c70ee9e19fc83.256p.jpg","Western Digital Black AN1500","Capacity1 TB","Price / GB€0.322","TypeSSD","Cache","Form FactorPCIe","InterfacePCIe x8","321.72","Western Digital Black AN1500         (0)","https://es.pcpartpicker.com/product/CVFbt6/western-digital-black-an1500-1-tb-pcie-nvme-solid-state-drive-wds100t1x0l-00auj0","null"
"1673015866-352","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/f29dc4b4c1bc8551521c70ee9e19fc83.256p.jpg","Western Digital Black AN1500","Capacity4 TB","Price / GB€0.080","TypeSSD","Cache","Form FactorPCIe","InterfacePCIe x8","321.72","Western Digital Black AN1500         (0)","https://es.pcpartpicker.com/product/vrbTwP/western-digital-black-an1500-4-tb-pcie-nvme-solid-state-drive-wds400t1x0l","null"
"1673015868-353","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/a0449d74742133467d4cf11161a2f458.256p.jpg","Seagate Enterprise Performance","Capacity2.4 TB","Price / GB€0.134","Type10000 RPM","Cache256 MB","Form Factor2.5""","InterfaceSAS 12.0 Gb/s","320.56","Seagate Enterprise Performance         (0)","https://es.pcpartpicker.com/product/Cmw7YJ/seagate-enterprise-performance-24-tb-25-10000rpm-internal-hard-drive-st2400mm0129","null"
